epoch,loss,mse,psnr_metric,ssim_metric,val_loss,val_mse,val_psnr_metric,val_ssim_metric
0,0.5685991048812866,0.014402197673916817,20.762479782104492,0.8149570822715759,NA,NA,NA,NA
1,0.5322414040565491,0.013811537995934486,21.376178741455078,0.8233441710472107,NA,NA,NA,NA
2,0.5214082598686218,0.013711700215935707,21.433853149414062,0.8251919746398926,NA,NA,NA,NA
3,0.50516277551651,0.013438301160931587,21.45738983154297,0.8271832466125488,NA,NA,NA,NA
4,0.4974631667137146,0.013619471341371536,21.67241859436035,0.8273000717163086,NA,NA,NA,NA
5,0.4907609522342682,0.013250884599983692,21.73134994506836,0.8294850587844849,NA,NA,NA,NA
6,0.4792496860027313,0.012792857363820076,21.8784236907959,0.8315973877906799,NA,NA,NA,NA
7,0.47235727310180664,0.012947474606335163,21.873416900634766,0.8325324058532715,NA,NA,NA,NA
8,0.4669400453567505,0.012862919829785824,21.841102600097656,0.8319565653800964,NA,NA,NA,NA
9,0.4676096439361572,0.012940854765474796,21.782175064086914,0.8321794867515564,NA,NA,NA,NA
10,0.4570878744125366,0.012691562063992023,22.021060943603516,0.8341199159622192,NA,NA,NA,NA
11,0.447066068649292,0.012717310339212418,22.09564781188965,0.8356682658195496,NA,NA,NA,NA
12,0.43447068333625793,0.011997135356068611,22.25730323791504,0.8367205262184143,NA,NA,NA,NA
13,0.44123804569244385,0.012652217410504818,21.944534301757812,0.8367069959640503,NA,NA,NA,NA
14,0.41935116052627563,0.01215341966599226,22.45320701599121,0.8395359516143799,NA,NA,NA,NA
15,0.43235355615615845,0.01269355695694685,22.231889724731445,0.8375714421272278,NA,NA,NA,NA
16,0.4205193817615509,0.011866011656820774,22.29123878479004,0.8403754234313965,NA,NA,NA,NA
17,0.4126139283180237,0.011862109415233135,22.408130645751953,0.8414522409439087,NA,NA,NA,NA
18,0.42150676250457764,0.011860670521855354,22.147476196289062,0.8394535779953003,NA,NA,NA,NA
19,0.41774457693099976,0.012012621387839317,22.298215866088867,0.8406906723976135,NA,NA,NA,NA
0,0.42833244800567627,0.01227554865181446,22.023061752319336,0.8380962014198303,NA,NA,NA,NA
1,0.4176032245159149,0.012269648723304272,22.061019897460938,0.8390517234802246,NA,NA,NA,NA
2,0.4085175395011902,0.01166908536106348,22.224048614501953,0.841704249382019,NA,NA,NA,NA
3,0.40216904878616333,0.011345184408128262,22.437946319580078,0.8429191708564758,NA,NA,NA,NA
4,0.4109536409378052,0.011521277017891407,22.256107330322266,0.8423848152160645,NA,NA,NA,NA
5,0.4062468707561493,0.011693819426000118,22.387130737304688,0.8417601585388184,NA,NA,NA,NA
6,0.4028274118900299,0.01159763429313898,22.508716583251953,0.8425849080085754,NA,NA,NA,NA
7,0.396077036857605,0.01126895286142826,22.395626068115234,0.8418954610824585,NA,NA,NA,NA
8,0.39020591974258423,0.011360368691384792,22.53936004638672,0.8433777093887329,NA,NA,NA,NA
9,0.39001813530921936,0.011256786994636059,22.65332794189453,0.845426082611084,NA,NA,NA,NA
10,0.38421183824539185,0.011034078896045685,22.705595016479492,0.8454462885856628,NA,NA,NA,NA
11,0.39077481627464294,0.011101827956736088,22.565820693969727,0.8442906737327576,NA,NA,NA,NA
12,0.382209450006485,0.010829893872141838,22.627357482910156,0.8459684252738953,NA,NA,NA,NA
13,0.38205984234809875,0.011114872992038727,22.57398796081543,0.8456781506538391,NA,NA,NA,NA
14,0.3831418752670288,0.011160681024193764,22.489395141601562,0.846575140953064,NA,NA,NA,NA
15,0.3843100666999817,0.011693575419485569,22.513442993164062,0.8442299962043762,NA,NA,NA,NA
16,0.3752186596393585,0.01073023583739996,22.592496871948242,0.8467893004417419,NA,NA,NA,NA
17,0.3760312795639038,0.011182854883372784,22.6500244140625,0.8465222120285034,NA,NA,NA,NA
18,0.37210768461227417,0.010766502469778061,22.760677337646484,0.847923755645752,NA,NA,NA,NA
19,0.3694950342178345,0.010762521997094154,22.62656593322754,0.848106324672699,NA,NA,NA,NA
20,0.3662855923175812,0.010896686464548111,22.805519104003906,0.8473814129829407,NA,NA,NA,NA
21,0.3654126822948456,0.010572771541774273,22.778377532958984,0.8475666642189026,NA,NA,NA,NA
22,0.36062681674957275,0.010761688463389874,22.735097885131836,0.8473342061042786,NA,NA,NA,NA
23,0.3711058497428894,0.010645001195371151,22.710445404052734,0.8472254276275635,NA,NA,NA,NA
24,0.366639107465744,0.011180935427546501,22.67031478881836,0.8471113443374634,NA,NA,NA,NA
25,0.36233335733413696,0.0106208436191082,22.830347061157227,0.8482086658477783,NA,NA,NA,NA
26,0.35922762751579285,0.01056061964482069,22.841917037963867,0.8478488326072693,NA,NA,NA,NA
27,0.3656456768512726,0.010708344168961048,22.837770462036133,0.8477552533149719,NA,NA,NA,NA
28,0.3598025143146515,0.01090257614850998,22.722503662109375,0.8468038439750671,NA,NA,NA,NA
29,0.34992024302482605,0.010306494310498238,22.906078338623047,0.8488139510154724,NA,NA,NA,NA
0,0.3668768107891083,0.010883399285376072,22.54633903503418,0.843937873840332,NA,NA,NA,NA
1,0.34844377636909485,0.01050504483282566,22.790483474731445,0.8476605415344238,NA,NA,NA,NA
